Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Screen_Time_Per_Day,Physical_Activity_Hours,Attendance_Percentage,Healthy_Eating_Score,Academic_Performance
S00461,5.9,5.5,5.4,2.0,100.0,5,61.8
S00462,3.1,5.8,1.0,1.5,77.0,9,50.8
S00463,2.0,6.2,5.9,1.0,94.5,5,31.8
S00464,3.3,6.0,6.3,1.4,91.8,7,33.9
S00465,2.8,6.7,1.4,1.0,100.0,7,45.4
S00466,2.7,6.1,3.0,1.5,92.1,9,45.4
S00467,3.9,6.0,5.2,0.0,91.0,5,63.7
S00468,4.1,8.4,4.7,0.9,93.5,7,35.2
S00469,2.2,8.5,6.0,0.0,94.2,5,66.7
S00470,2.1,8.1,4.7,1.1,99.5,4,56.3
S00471,2.6,7.6,7.5,0.9,76.8,1,37.4
S00472,0.0,7.1,4.4,1.7,81.1,5,37.1
S00473,0.7,6.4,3.0,1.4,100.0,4,28.5
S00474,5.1,5.9,2.9,0.7,65.4,1,75.6
S00475,5.5,7.4,6.5,0.8,84.2,10,46.4
S00476,2.6,5.6,5.1,1.2,86.5,1,24.4
S00477,3.9,5.8,6.3,0.7,83.2,5,50.3
S00478,3.5,8.4,6.2,1.0,100.0,9,54.7
S00479,7.6,9.3,1.0,1.7,89.8,1,90.0
S00480,4.7,7.5,2.7,0.6,81.1,8,59.1
S00481,2.8,8.3,3.0,0.8,78.7,9,47.3
S00482,1.6,6.7,3.4,0.8,87.8,10,37.8
S00483,0.6,5.4,4.2,2.6,96.7,4,42.8
S00484,3.3,7.7,7.0,1.3,86.4,8,60.1
S00485,1.9,7.7,7.4,1.6,83.7,1,47.1
S00486,0.9,7.1,4.4,1.4,78.0,4,30.4
S00487,2.0,6.7,4.5,1.4,88.7,10,31.3
S00488,1.4,8.2,3.6,1.2,88.2,2,61.3
S00489,5.5,5.8,5.2,1.2,77.8,10,41.2
S00490,4.3,6.1,5.4,0.3,95.3,4,46.3
S00491,3.0,5.8,6.6,1.2,100.0,2,40.7
S00492,5.2,7.1,6.6,0.9,85.5,3,85.6
S00493,3.1,5.7,1.0,1.3,88.0,1,49.5
S00494,1.7,6.2,4.7,1.0,74.0,10,43.5
S00495,5.3,6.2,7.8,1.4,92.4,3,56.8
S00496,3.8,6.7,4.1,1.5,89.6,7,65.3
S00497,1.4,5.2,7.3,0.0,81.7,8,33.5
S00498,2.7,7.1,4.4,0.8,77.6,6,51.5
S00499,1.7,8.5,5.3,0.1,100.0,1,45.7
S00500,0.9,7.2,2.7,1.1,88.8,7,47.4
S00501,4.4,8.8,2.8,0.8,75.8,3,61.0
S00502,5.9,8.6,6.5,1.7,93.6,9,41.7
S00503,0.9,7.9,6.8,1.1,87.3,2,27.8
S00504,3.8,7.1,5.1,0.8,85.6,9,56.5
S00505,2.0,7.0,2.5,1.5,94.8,10,41.4
S00506,2.3,7.9,5.1,0.8,58.9,2,43.0
S00507,2.1,6.5,7.5,0.8,66.9,2,30.7
S00508,1.7,4.7,8.5,1.2,98.8,4,21.1
S00509,3.1,7.6,4.4,1.8,83.7,2,57.6
S00510,1.8,5.6,1.7,1.4,80.7,7,43.4
S00511,3.4,5.8,6.7,1.3,71.6,3,40.6
S00512,2.9,7.0,4.4,2.4,86.9,4,27.8
S00513,2.6,6.9,6.9,0.6,88.2,1,22.8
S00514,1.6,5.3,5.6,0.6,99.4,10,36.8
S00515,2.1,7.2,3.2,1.1,88.7,4,35.9
S00516,4.1,8.2,5.1,1.8,82.0,4,64.4
S00517,3.8,5.6,7.6,0.5,89.1,4,34.6
S00518,1.5,8.5,4.7,1.9,96.1,9,41.5
S00519,3.1,5.1,2.9,0.3,93.9,3,26.7
S00520,4.1,9.5,1.8,0.9,91.2,7,67.1
S00521,0.5,6.5,3.5,1.1,87.7,4,14.6
S00522,3.8,7.2,4.2,0.6,79.2,1,41.2
S00523,2.0,4.7,6.6,0.7,74.7,10,24.4
S00524,3.9,6.9,2.8,1.4,73.1,3,60.4
S00525,1.9,7.3,8.1,1.7,88.9,9,39.8
S00526,0.3,6.9,2.3,0.0,90.0,10,34.1
S00527,0.6,6.3,9.7,1.1,95.9,6,29.1
S00528,3.1,5.9,8.5,0.9,90.6,8,30.6
S00529,3.4,8.4,5.3,1.1,95.5,9,57.0
S00530,1.6,7.0,1.7,0.8,83.7,8,34.6
S00531,4.0,8.8,4.9,0.4,92.7,5,56.3
S00532,0.5,6.4,4.2,1.8,75.0,6,24.9
S00533,2.9,6.5,2.5,1.6,84.4,10,51.8
S00534,1.2,8.0,5.6,0.9,66.7,2,41.2
S00535,2.0,5.1,3.4,0.8,85.3,9,42.4
S00536,3.1,5.5,3.6,0.7,97.2,6,38.7
S00537,1.7,8.3,4.6,0.0,85.7,8,48.7
S00538,2.4,5.6,3.9,1.2,92.2,7,42.7
S00539,4.5,4.8,9.2,1.4,87.7,10,36.3
S00540,2.1,9.2,3.9,1.1,79.3,2,48.0
S00541,4.3,5.3,5.9,1.0,83.1,2,51.6
S00542,1.3,7.2,5.3,1.1,96.8,5,39.7
S00543,3.8,7.1,5.7,0.6,92.2,3,44.8
S00544,5.2,4.0,5.9,0.8,78.8,1,57.5
S00545,0.0,6.7,6.8,0.9,71.1,10,7.5
S00546,1.8,7.5,5.5,1.3,87.1,3,33.5
S00547,3.9,7.4,5.4,1.7,79.2,7,45.2
S00548,2.7,8.1,5.1,0.9,83.2,10,38.4
S00549,3.6,6.5,4.7,0.5,70.5,9,42.9
S00550,2.1,7.9,3.2,1.0,95.4,4,63.1
S00551,3.1,6.2,4.9,2.0,84.0,8,36.2
S00552,2.8,5.3,5.5,0.5,85.5,6,40.3
S00553,4.8,5.4,5.8,1.4,76.7,4,51.2
S00554,3.4,5.2,5.4,1.7,82.2,3,53.7
S00555,3.5,8.2,4.5,0.8,86.2,5,59.4
S00556,2.4,5.2,4.9,0.6,78.9,3,42.8
S00557,2.3,7.3,3.9,1.3,82.8,8,63.6
S00558,2.4,6.7,5.6,1.2,98.9,6,35.0
S00559,3.6,6.9,4.6,1.3,67.5,6,49.2
S00560,2.4,8.6,5.4,2.0,86.8,7,44.1
S00561,3.4,6.5,7.0,1.1,77.1,7,24.7
S00562,6.1,7.7,3.6,0.4,98.4,8,54.1
S00563,4.3,7.0,6.2,1.0,83.2,5,51.0
S00564,2.5,6.8,5.1,1.1,74.5,5,32.6
S00565,4.8,9.8,9.0,1.6,82.8,6,53.5
S00566,2.4,5.3,4.6,0.9,88.5,4,47.6
S00567,0.0,8.5,6.4,0.8,100.0,2,35.1
S00568,1.5,7.8,5.0,0.3,63.9,2,49.9
S00569,0.2,6.4,2.2,1.3,73.0,2,38.0
S00570,2.5,9.0,4.0,2.7,98.1,2,58.8
S00571,3.0,4.8,6.8,0.9,69.9,5,45.3
S00572,5.5,6.4,4.1,1.2,85.1,2,59.1
S00573,3.5,5.5,1.0,0.7,80.2,7,54.2
S00574,2.7,7.5,4.9,0.4,78.6,4,40.5
S00575,4.2,5.7,2.8,1.2,83.3,10,53.6
S00576,0.0,7.5,5.3,1.0,81.7,5,26.5
S00577,3.4,6.8,8.1,0.0,95.6,2,42.7
S00578,4.2,6.4,6.5,1.8,98.3,1,36.7
S00579,0.8,7.5,8.1,1.2,89.3,9,28.2
S00580,4.7,6.7,3.9,1.0,82.6,6,63.7
S00581,3.5,5.7,4.7,0.8,87.6,5,33.0
S00582,2.4,10.0,2.9,1.2,93.1,5,63.5
S00583,3.9,6.4,3.6,1.2,95.0,2,61.3
S00584,6.4,4.3,3.1,1.2,88.7,8,73.5
S00585,3.3,6.0,2.4,1.5,100.0,4,38.5
S00586,3.4,5.5,7.7,1.6,78.8,4,33.5
S00587,2.3,8.0,1.0,2.0,96.4,8,63.3
S00588,1.7,7.4,7.7,0.6,92.0,4,29.2
S00589,4.2,7.5,7.5,0.7,78.9,1,42.0
S00590,1.7,6.6,6.0,1.2,87.3,4,35.4
S00591,3.1,6.7,2.8,0.6,88.0,10,46.4
S00592,2.3,6.6,1.8,0.7,83.6,1,49.6
S00593,3.7,6.9,3.9,1.2,83.5,6,45.1
S00594,3.5,8.0,6.3,1.5,69.8,2,47.0
S00595,4.6,7.4,5.0,1.6,78.1,9,58.5
S00596,2.2,7.6,2.9,0.9,82.6,10,45.9
S00597,2.6,7.6,7.3,1.2,79.3,4,33.5
S00598,1.5,8.1,8.4,1.1,76.4,8,23.1
S00599,2.3,7.3,4.5,1.0,95.6,2,48.3
S00600,3.6,7.4,5.2,0.6,84.0,5,45.6
S00601,4.1,8.4,2.0,0.5,100.0,8,64.2
S00602,1.6,6.2,4.2,1.3,87.2,1,24.5
S00603,4.3,6.0,6.0,0.6,95.4,6,55.6
S00604,5.0,5.6,5.7,0.1,82.9,2,48.1
S00605,3.6,7.2,4.0,1.0,78.4,5,47.5
S00606,5.8,4.8,4.5,1.7,87.6,1,70.7
S00607,1.8,7.6,4.1,0.0,98.0,4,35.4
S00608,1.1,6.9,4.4,0.9,84.1,3,39.5
S00609,0.3,8.4,5.8,1.3,89.5,10,38.9
S00610,5.2,6.2,1.1,0.1,87.6,5,55.7
S00611,4.0,6.8,4.9,0.9,84.0,8,50.8
S00612,2.9,8.3,5.7,0.4,84.5,9,50.2
S00613,3.4,8.7,3.9,0.5,75.0,5,60.1
S00614,1.3,6.2,4.0,0.8,84.9,9,35.1
S00615,6.7,7.2,4.1,0.4,91.5,10,70.9
S00616,3.2,7.4,4.0,0.4,88.0,4,52.2
S00617,3.2,7.4,5.0,1.0,86.8,5,27.6
S00618,4.1,6.7,5.3,2.1,92.3,9,49.5
S00619,3.7,8.5,1.0,1.4,86.9,9,66.0
S00620,3.3,4.7,6.3,1.5,85.1,2,14.1
S00621,1.8,6.5,4.4,1.4,92.4,5,40.9
S00622,3.7,7.5,8.9,0.7,86.4,8,63.4
S00623,5.8,7.5,2.6,1.2,82.6,1,75.1
S00624,5.0,8.6,3.3,1.5,89.7,4,60.2
S00625,5.4,8.4,4.6,1.4,84.6,8,88.1
S00626,2.2,6.7,5.8,1.1,82.2,10,26.7
S00627,1.5,8.6,1.1,1.3,86.6,2,46.0
S00628,2.8,6.1,3.3,2.2,86.7,1,59.0
S00629,3.1,8.1,6.2,1.4,74.0,6,49.4
S00630,4.6,9.2,3.1,0.8,88.3,6,74.4
S00631,0.5,8.5,7.7,1.0,100.0,1,42.1
S00632,5.3,7.1,4.1,0.5,75.2,3,67.3
S00633,2.8,6.6,3.2,2.2,80.0,10,37.4
S00634,2.4,5.2,6.2,1.8,100.0,8,29.4
S00635,1.5,7.4,8.2,1.0,76.8,9,31.6
S00636,0.5,5.7,5.8,2.1,97.9,8,33.7
S00637,4.2,6.0,7.5,1.3,82.7,1,44.2
S00638,3.1,5.6,8.4,0.8,85.6,4,25.3
S00639,1.1,6.4,3.2,1.5,83.7,9,33.1
S00640,1.1,7.0,6.9,1.2,89.3,1,39.5
S00641,2.5,7.3,2.0,1.4,69.2,4,28.9
S00642,5.5,6.3,5.8,0.3,86.9,10,55.0
S00643,2.6,8.3,4.9,0.6,81.0,7,57.4
S00644,0.7,6.8,7.5,1.7,66.4,7,39.5
S00645,2.6,6.1,7.3,1.8,96.2,7,21.2
S00646,2.6,7.3,6.1,1.7,63.9,10,37.3
S00647,0.0,9.4,5.6,2.1,100.0,4,55.8
S00648,2.9,7.4,6.0,1.3,91.2,8,32.5
S00649,2.7,6.6,5.1,1.3,71.4,3,46.7
S00650,4.0,5.2,4.9,0.5,98.4,9,54.6
S00651,5.8,6.7,7.9,0.7,77.5,6,61.5
S00652,4.7,7.3,8.1,0.0,78.0,7,54.3
S00653,2.6,6.5,4.7,0.8,67.0,9,42.4
S00654,1.3,5.0,5.5,0.0,76.4,4,27.6
S00655,6.9,6.0,5.2,1.5,77.5,5,55.8
S00656,3.1,8.7,1.8,1.2,93.2,1,60.2
S00657,3.0,8.7,4.3,0.0,96.7,10,64.0
S00658,3.0,5.9,8.2,0.9,72.6,8,21.1
S00659,3.3,7.8,3.5,2.0,87.7,2,52.0
S00660,2.8,5.6,9.2,0.9,66.6,5,23.7
S00661,2.1,8.7,7.3,0.5,87.7,5,52.6
S00662,2.2,7.3,5.8,0.1,100.0,10,36.2
S00663,3.0,8.1,6.1,0.1,67.2,4,67.8
S00664,2.2,4.9,3.2,1.3,74.9,4,52.5
S00665,1.9,7.8,4.5,0.8,92.3,2,34.2
S00666,3.2,7.0,7.9,0.8,93.5,3,30.9
S00667,2.6,8.0,3.8,0.8,75.6,10,62.7
S00668,5.3,8.1,7.1,0.9,99.7,2,57.3
S00669,0.0,7.1,2.2,0.4,76.8,1,22.0
S00670,4.6,6.3,2.6,1.2,100.0,4,46.9
S00671,4.9,7.9,8.8,0.3,89.7,9,64.0
S00672,0.0,6.9,5.0,0.6,97.7,6,31.1
S00673,2.5,6.0,3.9,1.5,88.7,8,33.2
S00674,2.4,5.9,7.7,1.2,91.6,2,33.8
S00675,0.9,5.2,7.5,1.3,92.1,2,22.7
S00676,1.8,6.4,6.8,2.1,96.4,2,43.8
S00677,1.3,8.3,3.9,1.0,84.7,8,36.0
S00678,5.6,7.2,4.4,1.0,76.0,1,54.8
S00679,4.4,6.4,5.6,0.9,84.2,5,45.8
S00680,4.9,8.0,6.4,0.8,78.3,4,61.2
S00681,4.1,6.0,4.0,0.5,79.0,1,36.7
S00682,1.3,7.1,5.3,1.0,100.0,10,45.6
S00683,2.2,6.8,5.5,1.2,91.2,7,37.5
S00684,3.7,7.9,7.6,1.2,90.8,1,58.6
S00685,1.2,5.1,6.5,1.0,95.7,6,16.2
S00686,4.1,6.0,2.0,1.5,91.2,1,52.8
S00687,2.6,5.0,4.6,1.0,100.0,9,33.6
S00688,2.4,6.7,3.1,0.8,64.1,3,65.1
S00689,4.1,8.5,6.1,0.5,75.0,2,54.9
S00690,3.7,6.4,6.8,0.2,78.0,7,33.0
S00691,2.5,6.4,5.2,1.7,71.2,1,23.4
S00692,4.7,8.0,4.5,0.7,86.1,7,63.8
S00693,1.4,8.3,5.1,0.5,86.6,9,34.9
S00694,3.9,6.9,5.4,0.8,100.0,4,40.3
S00695,3.9,7.8,3.7,0.9,94.0,10,64.1
S00696,2.5,5.7,2.6,1.8,79.9,2,42.4
S00697,3.5,8.7,1.0,0.8,89.9,4,64.4
S00698,1.1,9.6,7.5,2.3,66.7,9,43.8
S00699,4.4,7.6,6.0,1.0,86.4,8,53.1
S00700,2.7,4.5,5.7,2.0,85.9,5,47.3
S00701,2.2,6.3,7.5,1.4,76.0,8,17.4
S00702,4.6,7.7,2.5,1.2,83.0,7,47.3
S00703,1.9,6.5,1.5,1.8,78.1,4,40.3
S00704,0.9,8.5,5.8,1.6,75.7,3,42.0
S00705,0.7,7.7,5.6,1.3,91.7,1,40.7
S00706,3.9,6.2,1.5,2.2,95.3,3,43.1
S00707,1.1,7.0,5.7,0.8,90.1,8,45.7
S00708,5.6,5.9,4.2,0.5,80.6,9,78.2
S00709,0.0,6.8,3.4,0.7,78.4,9,34.8
S00710,5.5,6.3,4.3,1.9,80.9,5,55.8
S00711,3.3,8.4,1.0,1.7,82.8,4,71.2
S00712,2.9,9.5,3.8,0.7,76.3,6,67.6
S00713,2.2,5.3,3.6,0.0,95.5,7,33.8
S00714,3.6,4.7,6.1,0.9,83.0,6,34.8
S00715,2.9,6.7,4.7,0.5,92.6,5,44.1
S00716,4.7,5.2,6.3,0.8,71.0,2,53.5
S00717,3.2,7.1,1.0,0.5,78.1,3,63.3
S00718,3.2,7.9,3.3,0.2,93.6,9,51.5
S00719,2.5,8.8,6.1,1.9,93.7,7,58.7
S00720,2.9,7.2,4.4,0.7,73.0,10,42.4
S00721,3.5,6.8,6.7,1.7,88.0,2,65.4
S00722,0.4,4.6,1.4,0.9,88.3,1,19.2
S00723,1.0,7.0,6.5,0.4,77.9,1,36.5
S00724,4.1,7.1,3.7,1.3,88.6,1,53.1
S00725,3.3,7.8,3.5,0.8,69.2,6,51.1
S00726,2.7,6.1,7.0,0.9,75.7,5,34.2
S00727,3.0,6.5,7.3,1.1,91.0,7,34.7
S00728,3.5,5.2,7.1,0.6,85.3,5,30.0
S00729,2.2,4.3,9.1,0.2,85.8,9,13.6
S00730,1.8,5.7,7.5,1.0,83.2,1,28.0
S00731,3.3,5.1,3.4,1.5,90.4,9,46.4
S00732,1.5,7.4,5.3,0.5,90.9,4,32.9
S00733,3.6,6.4,4.3,1.1,92.9,10,30.0
S00734,0.4,6.4,9.1,1.8,86.3,7,23.8
S00735,4.5,5.8,7.2,1.0,81.1,2,43.9
S00736,3.7,4.0,4.6,1.0,79.4,3,48.1
S00737,3.4,8.8,6.8,1.0,74.4,4,50.2
S00738,4.5,5.8,2.5,0.7,81.0,5,57.3
S00739,5.5,6.5,5.5,0.5,78.9,2,67.0
S00740,4.5,5.3,3.1,0.5,100.0,7,70.6
S00741,0.2,8.2,1.6,1.2,74.5,6,41.3
S00742,1.1,7.2,6.6,1.4,95.4,9,23.4
S00743,2.1,6.0,6.8,1.4,82.3,7,48.5
S00744,3.0,6.5,5.9,0.8,82.9,10,11.1
S00745,3.8,9.0,4.6,1.5,89.0,10,51.3
S00746,1.9,6.9,2.5,1.2,70.8,2,36.1
S00747,3.3,6.8,2.7,1.0,77.0,3,57.9
S00748,1.9,5.9,3.1,0.0,72.6,3,35.3
S00749,2.1,4.7,4.5,0.6,81.2,8,22.5
S00750,0.9,6.8,7.2,0.2,75.9,8,51.8
S00751,1.6,7.4,7.1,1.3,98.2,3,33.1
S00752,1.0,8.3,1.7,1.0,79.2,8,35.7
S00753,1.5,4.3,3.6,0.5,61.2,5,16.9
S00754,4.6,5.6,3.6,1.2,81.7,4,41.3
S00755,1.6,6.3,1.0,0.3,93.1,4,42.5
S00756,6.9,7.0,6.1,0.5,100.0,4,60.9
S00757,3.7,6.8,4.5,0.6,82.7,1,44.0
S00758,3.3,6.9,4.8,1.3,79.8,7,49.9
S00759,1.7,7.5,7.7,1.7,84.9,10,35.8
S00760,4.1,5.9,5.2,0.7,89.2,10,51.3
S00761,2.1,8.1,4.1,1.7,73.7,4,44.9
S00762,3.2,7.5,6.1,1.0,82.6,2,43.5
S00763,6.8,6.6,7.1,1.1,84.5,1,54.2
S00764,2.9,8.9,5.6,1.0,85.5,3,50.0
S00765,4.7,8.9,6.4,0.9,83.6,1,64.4
S00766,1.9,8.1,4.7,1.2,75.6,5,53.8
S00767,2.9,4.0,4.8,1.4,88.4,6,36.6
S00768,5.7,8.9,5.2,0.6,84.6,6,35.7
S00769,2.1,8.0,3.5,0.9,84.5,6,62.8
S00770,5.7,9.4,3.9,1.8,74.2,7,67.6
S00771,4.1,8.5,7.8,1.1,91.4,1,53.2
S00772,2.2,8.9,9.0,1.1,75.5,4,46.7
S00773,3.9,8.1,8.2,1.6,100.0,10,61.0
S00774,4.5,8.6,2.4,0.7,73.2,10,90.8
S00775,3.9,9.4,2.2,1.0,92.6,9,69.0
S00776,0.6,7.3,2.6,1.4,65.9,10,46.2
S00777,1.9,5.1,5.3,1.6,62.4,2,34.2
S00778,2.6,6.6,1.0,0.0,79.5,8,58.0
S00779,2.9,7.5,3.8,0.6,62.4,7,58.3
S00780,3.9,7.1,7.8,0.5,92.3,7,58.4
S00781,3.3,5.5,7.0,0.9,84.8,3,27.7
S00782,1.0,5.0,4.0,0.5,99.0,2,26.7
S00783,3.6,6.1,4.1,1.3,83.3,2,57.6
S00784,3.9,8.0,6.1,1.1,87.4,3,50.9
S00785,3.8,8.9,6.9,1.4,82.3,3,59.1
S00786,4.6,8.1,3.9,1.5,76.3,10,64.6
S00787,4.3,8.3,4.5,1.3,80.9,2,57.2
S00788,3.7,6.9,3.9,0.8,73.0,7,34.7
S00789,2.9,4.9,2.3,1.1,88.9,2,37.1
S00790,0.5,6.5,4.6,0.8,81.9,6,34.4
S00791,3.6,6.7,4.4,0.3,84.0,5,50.6
S00792,3.3,6.4,2.5,1.5,100.0,7,48.7
S00793,3.4,7.1,6.3,1.0,81.0,7,44.4
S00794,1.1,7.5,6.0,0.2,88.1,8,54.3
S00795,1.4,8.0,6.4,1.3,84.5,4,40.4
S00796,4.6,6.7,3.5,0.9,96.6,10,52.4
S00797,2.9,4.7,1.0,0.0,87.4,5,31.2
S00798,4.0,6.4,5.9,0.3,82.3,10,57.3
S00799,3.0,7.1,3.7,0.6,100.0,4,48.8
S00800,3.0,8.5,3.2,1.1,76.4,7,47.2
S00801,4.4,6.3,2.5,1.4,83.1,3,38.9
S00802,2.2,7.6,4.4,1.4,94.2,10,46.0
S00803,3.1,7.3,8.2,1.3,76.8,2,60.7
S00804,2.3,7.1,4.0,1.0,92.7,4,55.9
S00805,2.3,8.1,2.8,1.9,80.2,5,47.4
S00806,2.5,6.2,6.3,1.3,95.0,1,42.9
S00807,3.3,6.3,5.3,1.1,94.8,3,31.4
S00808,2.3,7.0,1.0,1.3,84.1,8,49.0
S00809,4.9,6.2,6.3,0.8,75.0,5,51.0
S00810,1.7,7.6,9.3,1.0,81.1,1,19.3
S00811,2.7,6.1,1.0,0.0,84.9,4,38.1
S00812,2.3,7.3,2.5,0.8,93.9,8,42.1
S00813,5.2,6.9,1.0,1.9,88.2,8,72.1
S00814,3.3,7.3,4.8,1.1,90.4,2,51.7
S00815,4.5,6.4,7.0,1.1,88.5,9,41.2
S00816,0.8,6.6,5.2,1.5,93.5,10,39.9
S00817,3.4,7.1,7.8,1.2,83.0,1,43.3
S00818,4.3,7.2,6.7,0.6,86.6,10,67.7
S00819,3.1,7.0,8.4,1.0,85.3,8,29.2
S00820,4.6,9.0,7.3,0.4,80.6,8,73.0
S00821,2.2,5.8,4.2,1.1,95.1,6,35.0
S00822,5.1,6.9,5.1,0.6,94.9,1,71.3
S00823,6.4,5.1,3.3,1.5,97.1,9,69.7
S00824,2.5,7.4,4.5,0.7,77.4,10,33.3
S00825,2.3,5.7,5.1,0.6,88.5,3,37.6
S00826,5.2,6.7,4.8,0.9,95.9,1,71.1
S00827,5.4,6.6,7.7,1.2,100.0,7,47.7
S00828,2.2,7.3,4.3,0.4,69.9,10,54.6
S00829,2.4,6.3,3.1,0.7,85.0,5,54.4
S00830,2.6,6.3,3.3,1.1,83.1,2,58.8
S00831,1.0,8.7,6.3,1.7,100.0,1,45.2
S00832,1.6,7.3,2.2,0.0,62.9,6,35.2
S00833,1.5,6.3,4.6,1.3,74.5,1,42.2
S00834,1.8,6.7,7.7,0.8,99.3,6,45.0
S00835,2.9,9.0,5.6,0.8,80.3,1,58.7
S00836,3.4,6.7,4.9,0.7,72.0,7,26.5
S00837,5.3,6.2,4.9,0.8,100.0,7,59.2
S00838,1.5,6.2,2.9,1.3,70.7,10,46.5
S00839,4.5,6.3,3.3,0.7,95.2,4,69.2
S00840,2.7,6.3,4.6,1.8,69.4,7,29.3
S00841,2.9,5.5,5.5,1.3,70.6,8,29.3
S00842,4.0,5.7,6.9,1.1,87.0,8,43.8
S00843,1.3,6.0,5.2,0.9,76.5,3,55.6
S00844,3.6,7.7,7.7,1.6,87.7,8,56.4
S00845,3.2,6.5,8.2,1.7,100.0,3,34.3
S00846,3.7,6.8,6.6,0.4,83.4,5,45.0
S00847,3.4,8.5,7.4,0.6,100.0,1,55.4
S00848,6.7,8.6,3.0,1.3,88.2,7,81.2
S00849,2.0,6.7,2.7,1.5,94.6,10,48.4
S00850,2.2,6.2,6.0,0.8,61.5,8,32.0
S00851,2.1,6.0,2.3,0.6,91.4,4,38.2
S00852,2.2,7.8,4.4,1.0,89.8,7,49.9
S00853,2.0,6.8,6.5,1.7,81.4,7,44.6
S00854,4.8,6.5,7.8,1.0,100.0,6,33.1
S00855,5.1,6.0,4.5,0.4,80.1,5,52.4
S00856,2.1,6.1,3.7,1.1,68.9,10,53.2
S00857,1.8,7.4,5.6,1.4,92.8,4,61.3
S00858,3.7,5.4,2.9,0.9,70.8,5,55.5
S00859,2.2,8.2,4.7,1.6,85.8,7,53.9
S00860,3.9,6.4,5.0,1.4,98.4,8,61.9
S00861,3.3,6.8,4.9,1.0,90.0,4,50.7
S00862,0.7,5.4,5.2,1.0,82.5,5,15.9
S00863,5.3,7.0,3.3,0.1,81.5,6,57.8
S00864,5.7,6.6,3.5,1.6,97.7,9,51.8
S00865,2.1,6.9,3.5,0.8,72.8,10,52.1
S00866,2.4,8.8,1.8,0.8,92.8,6,37.0
S00867,3.4,7.2,5.7,0.7,100.0,7,51.4
S00868,3.5,6.0,6.8,1.2,90.4,8,47.2
S00869,4.0,6.1,6.6,0.4,82.6,3,43.7
S00870,6.0,7.7,4.5,0.5,83.4,5,40.0
S00871,2.7,8.6,3.4,1.0,80.2,4,40.0
S00872,1.8,7.3,6.5,0.7,78.5,1,37.5
S00873,0.9,7.8,6.3,1.2,86.2,4,42.7
S00874,1.9,7.7,5.4,0.7,91.8,2,41.0
S00875,3.0,8.7,8.5,1.8,100.0,4,60.7
S00876,5.7,4.7,4.9,1.3,65.4,2,57.5
S00877,2.2,7.8,4.5,1.3,60.6,4,45.3
S00878,3.3,8.2,4.2,0.7,100.0,4,53.4
S00879,3.0,5.4,1.9,2.2,85.6,3,41.5
S00880,4.8,5.9,6.3,0.8,86.1,5,72.3
S00881,6.8,6.0,4.8,0.6,90.0,9,72.3
S00882,2.2,6.1,6.0,1.4,83.1,1,40.2
S00883,2.3,6.4,8.7,1.1,100.0,7,33.2
S00884,4.6,7.3,4.2,0.6,89.9,10,60.2
S00885,4.0,8.0,1.0,2.1,80.5,1,46.3
S00886,5.8,8.3,6.0,1.5,81.4,10,67.3
S00887,3.9,6.0,5.3,1.0,83.6,1,45.9
S00888,2.5,6.0,3.5,2.2,77.2,2,18.6
S00889,3.9,8.6,5.8,1.4,100.0,10,70.7
S00890,4.7,7.8,6.6,1.0,86.2,6,58.9
S00891,4.2,7.1,3.1,2.1,73.3,9,61.1
S00892,3.8,7.6,4.4,1.3,89.1,3,48.0
S00893,4.6,7.0,8.0,1.3,99.4,5,64.1
S00894,4.8,7.6,3.6,0.8,95.6,8,65.6
S00895,5.1,6.6,5.1,1.0,77.4,10,47.1
S00896,4.0,7.3,1.0,0.8,73.9,6,47.2
S00897,2.7,5.2,2.0,1.7,99.3,3,35.2
S00898,3.2,6.2,5.3,0.2,68.8,2,36.8
S00899,4.8,6.2,7.5,1.7,88.7,3,44.2
S00900,1.8,6.6,2.3,0.6,79.3,6,36.9
S00901,3.6,5.9,5.1,1.0,98.1,5,49.7
S00902,2.4,6.4,4.2,0.9,74.5,8,37.1
S00903,3.0,5.2,6.9,0.7,77.0,10,47.7
S00904,4.9,7.7,2.6,1.3,91.2,2,82.9
S00905,3.3,6.9,5.9,1.0,93.0,2,34.8
S00906,3.1,5.0,3.7,0.7,98.6,4,53.8
S00907,1.0,6.0,5.4,1.1,89.7,9,22.9
S00908,4.1,7.4,5.1,0.7,88.5,5,62.2
S00909,4.0,6.3,4.5,0.7,95.5,7,54.5
S00910,6.2,6.2,6.0,0.3,71.3,7,69.1
S00911,2.5,6.9,5.1,0.8,76.2,6,31.7
S00912,3.3,7.4,4.7,1.2,72.1,6,56.7
S00913,3.4,5.3,4.3,1.0,58.1,9,33.2
S00914,5.4,7.7,5.2,1.9,93.4,4,61.2
S00915,2.9,6.0,5.4,2.3,99.3,2,35.8
S00916,3.4,7.0,3.0,0.8,90.6,7,42.0
S00917,3.9,7.0,4.3,0.6,88.8,6,53.1
S00918,3.3,6.4,2.9,1.6,85.8,4,58.0
S00919,2.3,5.8,4.9,1.2,85.6,1,38.7
S00920,3.3,6.7,3.8,1.6,100.0,4,50.8
S00921,4.6,9.0,6.5,1.2,100.0,6,59.0
S00922,1.5,5.4,6.3,0.9,79.1,3,37.4
S00923,3.2,9.0,3.2,0.9,96.1,1,50.2
